Harvest ,Species,Treatment ,Tag,Pot,Week,Height
2,VE,16%,H2VE16,180,15,n/a
2,VE,16%,H2VE16,185,15,n/a
2,VE,16%,H2VE16,186,15,n/a
2,VE,16%,H2VE16,238,15,n/a
3,VE,16%,H3VE16,173,2,9
3,VE,16%,H3VE16,173,3,25
3,VE,16%,H3VE16,173,4,31
3,VE,16%,H3VE16,173,5,49
3,VE,16%,H3VE16,173,6,40
3,VE,16%,H3VE16,173,7,50
3,VE,16%,H3VE16,173,8,51
3,VE,16%,H3VE16,173,9,60
3,VE,16%,H3VE16,173,10,45
3,VE,16%,H3VE16,173,11,50
3,VE,16%,H3VE16,173,12,50
3,VE,16%,H3VE16,173,13,67
3,VE,16%,H3VE16,173,14,89
3,VE,16%,H3VE16,173,15,115
3,VE,16%,H3VE16,175,1,0
3,VE,16%,H3VE16,175,2,9
3,VE,16%,H3VE16,175,3,28
3,VE,16%,H3VE16,175,4,31
3,VE,16%,H3VE16,175,5,46
3,VE,16%,H3VE16,175,6,42
3,VE,16%,H3VE16,175,7,40
3,VE,16%,H3VE16,175,8,47
3,VE,16%,H3VE16,175,9,156
3,VE,16%,H3VE16,175,10,76
3,VE,16%,H3VE16,175,11,114
3,VE,16%,H3VE16,175,12,134
3,VE,16%,H3VE16,175,13,147
3,VE,16%,H3VE16,175,14,160
3,VE,16%,H3VE16,175,15,188
3,VE,16%,H3VE16,191,1,0
3,VE,16%,H3VE16,191,2,9
3,VE,16%,H3VE16,191,3,23
3,VE,16%,H3VE16,191,4,30
3,VE,16%,H3VE16,191,5,58
3,VE,16%,H3VE16,191,6,62
3,VE,16%,H3VE16,191,7,69
3,VE,16%,H3VE16,191,8,76
3,VE,16%,H3VE16,191,9,84
3,VE,16%,H3VE16,191,10,112
3,VE,16%,H3VE16,191,11,177
3,VE,16%,H3VE16,191,12,193
3,VE,16%,H3VE16,191,13,208
3,VE,16%,H3VE16,191,14,234
3,VE,16%,H3VE16,191,15,251
3,VE,16%,H3VE16,192,1,0
3,VE,16%,H3VE16,192,2,9
3,VE,16%,H3VE16,192,3,23
3,VE,16%,H3VE16,192,4,40
3,VE,16%,H3VE16,192,5,48
3,VE,16%,H3VE16,192,6,50
3,VE,16%,H3VE16,192,7,58
3,VE,16%,H3VE16,192,8,52
3,VE,16%,H3VE16,192,9,60
3,VE,16%,H3VE16,192,10,73
3,VE,16%,H3VE16,192,11,120
3,VE,16%,H3VE16,192,12,128
3,VE,16%,H3VE16,192,13,142
3,VE,16%,H3VE16,192,14,155
3,VE,16%,H3VE16,192,15,178
3,VE,16%,H3VE16,193,1,0
3,VE,16%,H3VE16,193,2,9
3,VE,16%,H3VE16,193,3,24
3,VE,16%,H3VE16,193,4,28
3,VE,16%,H3VE16,193,5,52
3,VE,16%,H3VE16,193,6,56
3,VE,16%,H3VE16,193,7,63
3,VE,16%,H3VE16,193,8,74
3,VE,16%,H3VE16,193,9,70
3,VE,16%,H3VE16,193,10,109
3,VE,16%,H3VE16,193,11,149
3,VE,16%,H3VE16,193,12,171
3,VE,16%,H3VE16,193,13,284
3,VE,16%,H3VE16,193,14,224
3,VE,16%,H3VE16,193,15,257
